Compound,TB(K),Ref.,YBP,TFP(K)Ref.,NFP,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,NFP(eq6),TFP(eq4),AD,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9
trans-3-hexene,340,N,18.76,248,S,18.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52,248,0,,,,,,,,,,
trans-2-hexene,341,N,18.85,248,S,18.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,249,1,,,,,,,,,,
cis-2-hexene,342,N,18.94,248,S,18.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.69,250,2,,,,,,,,,,
cis-3-heptene,369,N,21.37,264,S,20.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.06,265,1,,,,,,,,,,
trans-3-heptene,369,N,21.37,266,A,21.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.06,265,1,,,,,,,,,,
trans-2-heptene,371,N,21.56,267,A,21.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,267,0,,,,,,,,,,
cis-2-heptene,372,N,21.66,267,S,21.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34,267,0,,,,,,,,,,
trans-4-octene,395,N,23.95,281,A,23.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.57,281,0,,,,,,,,,,
trans-3-octene,396,N,24.05,282,A,23.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.67,282,0,,,,,,,,,,
cis-4-octene,396,N,24.05,290,X,24.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.67,282,8,,,,,,,,,,
cis-3-octene,396,N,24.05,287,Z,24.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.67,282,5,,,,,,,,,,
trans-2-octene,397,N,24.16,287,A,24.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.77,283,4,,,,,,,,,,
2-methyl-1-butene,304,N,15.88,226,A,15.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71,229,3,,,,,,,,,,
2-methyl-2-butene,311,N,16.41,228,B,15.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.23,232,4,,,,,,,,,,
"3,3-dimethyl-l-butene",314,A,16.65,244,A,17.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45,234,10,,,,,,,,,,
cyclopentene,317,N,16.88,243,B,17.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.68,236,7,,,,,,,,,,
4-methyl-1-pentene,327,N,17.68,241,A,17.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46,241,0,,,,,,,,,,
3-methyl-1-pentene,327,N,17.68,240,F,17.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46,241,1,,,,,,,,,,
cis-4-methyl-2-pentene,330,A,17.93,240,D,17.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,243,3,,,,,,,,,,
trans-4-methyl-2-pentene,332,N,18.09,246,S,18.171,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,244,2,,,,,,,,,,
2-methyl-1-pentene,335,N,18.34,246,S,18.17,1,0,0,18.11,246,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-ethyl-1-butene,338,N,18.59,247,F,18.31,1,18.35,247,172,2-methyl-2-pentene,340,N,18.76,246,18.17,1,18.52,248,2,,,,,,,,,,,,,,,,,,,,,,,,,
cis-3-methyl-2-pentene,341,A,18.85,246,S,18.17,1,18.6,249,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trans-3-methyl-2-pentene,343,N,19.02,246,S,18.17,1,18.77,250,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,3-dimethyl-2-butene",346,N,19.28,253,O,19.19,1,19.02,252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylenecyclopentane,349,N,19.55,255,S,19.49,1,19.28,254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-methylcyclopentene,349,N,19.55,254,S,19.34,1,19.28,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,3,3-trimethyl-1-butene",351,N,19.72,256,A,19.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.45,255,1,,,,,,,,,,
cyclohexene,356,A,20.17,256,A,19.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89,258,2,,,,,,,,,,
3-methyl-1-hexene,357,A,20.26,255,S,19.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,258,3,,,,,,,,,,
"2,3-dimethyl-1-pentene",357,A,20.26,256,S,19.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,258,2,,,,,,,,,,
3-ethyl-1-pentene,358,N,20.35,256,A,19.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07,259,3,,,,,,,,,,
5-methyl-1-hexene,358,N,20.35,263,S,20.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07,259,4,,,,,,,,,,
4-methyl-1-hexene,360,N,20.53,258,A,19.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.24,260,2,,,,,,,,,,
2-methyl-1-hexene,365,N,21,265,S,21.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.69,263,2,,,,,,,,,,
2-ethyl-1-pentene,367,N,21.18,263,A,20.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.88,264,1,,,,,,,,,,
3-ethyl-2-pentene,369,A,21.37,267,A,21.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.06,265,2,,,,,,,,,,
2-norbornene,369,N,21.37,259,S,20.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.06,265,6,,,,,,,,,,
"2,4,4-trimethyl-1-pentene",375,A,21.95,269,S,21.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62,269,0,,,,,,,,,,
4-methylcyclohexene,376,A,22.04,272,A,22.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.71,270,2,,,,,,,,,,
methylenecyclohexane,376,A,22.04,271,S,21.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.71,270,1,,,,,,,,,,
3-methylcyclohexene,377,A,22.14,270,A,21.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.81,270,0,,,,,,,,,,
"2,4,4-trimethyl-2-pentene",378,N,22.24,272,G,22.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,271,1,,,,,,,,,,
1-methylcyclohexene,382,N,22.63,272,S,22.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.29,273,1,,,,,,,,,,
3-ethyl-1-hexene,383,A,22.73,274,G,22.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.38,274,0,,,,,,,,,,
4-methyl-1-heptene,386,N,23.03,275,G,22.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68,276,1,,,,,,,,,,
2-methyl-1-heptene,392,N,23.64,283,S,23.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.27,279,4,,,,,,,,,,
2-methyl-2-heptene,396,A,24.05,282,E,23.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.67,282,0,,,,,,,,,,
allylcyclopentane,400,N,24.47,285,A,24.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.08,285,0,,,,,,,,,,
vinylcyclohexane,401,A,24.58,294,S,25.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.18,285,9,,,,,,,,,,
7-methyl-1-octene,412,N,25.76,291,G,25.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.34,292,1,,,,,,,,,,
(-)-a-pinene,430,N,27.8,305,S,27.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33,304,1,,,,,,,,,,
(-)-ß-pinene,438,S,28.75,309,S,28.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.25,310,1,,,,,,,,,,
2-carene,441,N,29.11,311,S,28.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,312,1,,,,,,,,,,
(+)-p-menthene,449,N,30.1,316,L,29.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.56,317,1,,,,,,,,,,
isoprene,307,N,16.11,225,A,15.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.08,231,6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4-hexadiene(cisandtrans)",337,A,18.51,247,S,18.31,2,18.42,248,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,3-dimethyl-1,3-butadiene",342,N,18.94,251,A,18.9,2,18.83,251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3-methyl-1,3-pentadiene(cisandtrans)",349,A,19.55,244,A,17.88,2,19.43,255,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4-methyl-1,3-pentadiene",350,N,19.63,255,S,19.49,2,19.51,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,6-heptadiene",363,N,20.81,263,A,20.7,2,20.66,263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,7-octadiene",389,N,23.33,278,A,23.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.12,279,1,,,,,,,,,,
"2,5-dimethyl-2,4-hexadiene",408,Y,25.33,297,G,26.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.06,291,6,,,,,,,,,,
"1,8-nonadiene",416,N,26.21,299,A,26.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92,296,3,,,,,,,,,,
a-phellandrene,445,L,29.6,320,A,30.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.22,315,5,,,,,,,,,,
(+)-limonene,450,N,30.22,321,S,30.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.83,319,2,,,,,,,,,,
"1,3-cyclohexadiene",353,A,19.9,257,G,19.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77,257,0,,,,,,,,,,
"1,4-cyclohexadiene",355,A,20.08,262,G,20.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.95,258,4,,,,,,,,,,
4-vinyl-1-cyclohexene,402,L,24.68,289,A,24.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.43,287,2,,,,,,,,,,
"1,5-cyclooctadiene",427,L,27.46,308,A,27.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.13,303,5,,,,,,,,,,
"2,5-norbornadiene",363,N,20.81,262,A,20.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.66,263,1,,,,,,,,,,
5-ethylidene-2-norbornene,419,N,26.54,302,V,26.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.24,298,4,,,,,,,,,,
"1,3,5,7-cyclooctatetraene",416,N,26.21,295,S,25.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21,298,3,,,,,,,,,,
1-pentyne,313,N,16.57,239,L,17.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02,238,1,,,,,,,,,,
1-hexyne,344,N,19.11,253,S,19.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,255,2,,,,,,,,,,
1-heptyne,372,N,21.66,271,S,21.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.98,271,0,,,,,,,,,,
1-octyne,399,N,24.37,289,A,24.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.62,288,1,,,,,,,,,,
1-nonyne,424,A,27.11,306,A,27.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.29,304,2,,,,,,,,,,
1-decyne,448,N,29.97,321,S,30.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.08,320,1,,,,,,,,,,
1-undecyne,469,N,32.68,338,A,33.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.72,335,3,,,,,,,,,,
1-dodecyne,488,N,35.29,352,A,35.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.26,349,3,,,,,,,,,,
1-tridecyne,507,A,38.08,366,A,38.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.98,363,3,,,,,,,,,,
2-pentyne,329,N,17.84,243,B,17.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,247,4,,,,,,,,,,
2-hexyne,357,N,20.26,263,A,20.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.62,262,1,,,,,,,,,,
2-heptyne,385,A,22.93,281,L,23.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.22,279,2,,,,,,,,,,
2-octyne,411,A,25.65,297,L,26.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87,296,1,,,,,,,,,,
2-nonyne,432,L,28.04,312,L,28.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,309,3,,,,,,,,,,
2-decyne,458,L,31.24,326,L,31.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.31,327,1,,,,,,,,,,
2-dodecyne,492,L,35.87,351,L,35.67,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82,352,1,,,,,,,,,,
3-hexyne,354,A,19.99,259,A,20.09,0,1,0,20.36,261,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-heptyne,380,A,22.43,278,L,23.03,1,0,23,276,2243,,406,,25,295,,25.79,1,25,292,3,,,,,,,,,,,,,,,,,,,,,,,
3-nonyne,430,A,27.8,311,L,28.49,1,27.97,308,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-nonyne,431,F,27.92,308,F,27.97,1,28.08,309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-octyne,405,N,25,291,A,25.13,1,25.24,292,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-decyne,452,L,30.47,325,L,30.93,1,30.57,323,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-decyne,452,L,30.47,325,L,30.93,1,30.57,323,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-undecyne,473,L,33.21,339,L,33.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.24,338,1,,,,,,,,,,
5-undecyne,473,L,33.21,339,L,33.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.24,338,1,,,,,,,,,,
"3,3-dimethyl-1-butyne",311,A,16.41,239,A,17.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.87,237,2,,,,,,,,,,
4-methyl-1-pentyne,334,N,18.26,249,A,18.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67,249,0,,,,,,,,,,
"4,4-dimethyl-2-pentyne",356,N,20.17,263,A,20.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.53,262,1,,,,,,,,,,
5-methyl-1-hexyne,365,N,21,266,S,21.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34,267,1,,,,,,,,,,
"1,6-heptadiyne",381,A,22.53,282,A,23.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.62,282,0,,,,,,,,,,
"1,7-octadiyne",409,N,25.44,296,A,25.95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.45,299,3,,,,,,,,,,
"1,8-nonadiyne",435,N,28.39,315,S,29.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.33,316,1,,,,,,,,,,
benzene,353,N,19.9,262,A,20.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.31,260,2,,,,,,,,,,
toluene,384,N,22.83,280,A,23.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,279,1,,,,,,,,,,
ethylbenzene,409,N,25.44,294,L,25.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,294,0,,,,,,,,,,
propylbenzene,431,B,27.92,303,A,27.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,309,6,,,,,,,,,,
butylbenzene,456,N,30.98,323,G,30.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,326,3,,,,,,,,,,
pentylbenzene,479,N,34.03,339,A,33.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.08,342,3,,,,,,,,,,
hexylbenzene,499,N,36.89,356,A,36.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86,357,1,,,,,,,,,,
heptylbenzene,519,A,39.93,368,A,38.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.82,373,5,,,,,,,,,,
octylbenzene,536,S,42.69,380,A,41.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.51,386,6,,,,,,,,,,
nonylbenzene,554,N,45.78,390,A,43.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.52,401,11,,,,,,,,,,
undecylbenzene,569,N,48.5,417,G,48.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.16,414,3,,,,,,,,,,
p-xylene,413,L,25.87,298,B,26.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13,297,1,,,,,,,,,,
m-xylene,412,L,25.76,298,A,26.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,296,2,,,,,,,,,,
o-xylene,418,L,26.43,303,A,27.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,300,3,,,,,,,,,,
cumene,424,A,27.11,304,A,27.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33,304,0,,,,,,,,,,
p-ethyltoluene,435,N,28.39,309,A,28.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.58,312,3,,,,,,,,,,
m-ethyltoluene,435,N,28.39,311,A,28.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.58,312,1,,,,,,,,,,
o-ethyltoluene,437,L,28.63,312,A,28.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.82,313,1,,,,,,,,,,
"1,3,5-trimethylbenzene",440,L,28.99,317,A,29.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.17,315,2,,,,,,,,,,
"1,2,4-trimethylbenzene",442,N,29.24,319,G,29.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,316,3,,,,,,,,,,
tert-butylbenzene,442,N,29.24,317,B,29.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,316,1279,sec-butylbenzene,446,29.73,318,,29.7,1,29.88,319,
isobutylbenzene,449,L,30.1,323,A,30.58,1,30.24,321,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-isopropyltoluene,448,A,29.97,320,S,30.05,1,30.12,320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3-trimethylbenzene",449,N,30.1,324,A,30.76,1,30.24,321,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-isopropyltoluene,449,A,30.1,320,A,30.05,0,1,30,321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o-isopropyltoluene,451,N,30.35,323,S,30.58,0,1,30,322,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-diethylbenzene,454,N,30.73,324,A,30.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,325,1,,,,,,,,,,
m-propyltoluene,455,N,30.85,325,G,30.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.98,325,0,,,,,,,,,,
p-diethylbenzene,457,N,31.11,328,A,31.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.23,327,1,,,,,,,,,,
o-diethylbenzene,457,L,31.11,328,S,31.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.23,327,1,,,,,,,,,,
neopentylbenzene,458,A,31.24,323,A,30.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.35,327,4,,,,,,,,,,
"2-ethyl-1,4-dimethylbenzene",460,N,31.5,329,A,31.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6,329,0,,,,,,,,,,
"1-ethyl-2,4-dimethylbenzene",462,A,31.76,330,A,31.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.86,330,0,,,,,,,,,,
"4-ethyl-1,2-dimethylbenzene",463,L,31.89,331,A,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.98,331,0,,,,,,,,,,
1-ethyl-3-isopropylbenzene,466,L,32.28,336,L,32.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.37,333,3,,,,,,,,,,
"1-ethyl-2,3-dimethylbenzene",467,N,32.41,338,A,33.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,334,4,,,,,,,,,,
1-phenyl-2-methylbutane,470,L,32.81,337,L,33.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,336,1,,,,,,,,,,
isopentylbenzene,470,S,32.81,335,A,32.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,336,1,,,,,,,,,,
"1,2,3,5-tetramethylbenzene",471,A,32.95,336,A,32.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.02,337,1,,,,,,,,,,
"1,3-diisopropylbenzene",477,F,33.76,349,B,35.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.81,341,8,,,,,,,,,,
"1,2,3,4-tetramethylbenzene",478,N,33.9,341,A,33.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.94,342,1,,,,,,,,,,
2-phenyl-2-methylbutane,464,A,32.02,332,L,32.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.11,332,0,,,,,,,,,,
